0.00,-0.00,-0.00
0.03,-0.00,-0.00
0.05,-0.01,-0.00
0.07,-0.00,0.00
0.06,0.03,0.00
0.08,0.03,0.00
0.06,0.03,-1.09
0.08,0.01,-2.21
0.08,-0.02,-3.33
0.10,-0.04,-4.47
0.09,-0.03,-5.63
0.08,-0.05,-6.81
0.08,-0.05,-8.00
0.07,-0.04,-9.20
0.09,-0.04,-10.41
0.07,-0.03,-11.64
0.07,-0.03,-12.89
0.09,-0.03,-14.14
0.10,-0.05,-15.40
0.10,-0.04,-16.67
0.11,-0.06,-17.96
0.12,-0.06,-19.25
0.13,-0.04,-20.56
0.12,-0.08,-21.87
0.13,-0.07,-23.20
0.13,-0.06,-24.53
0.13,-0.07,-25.87
0.15,-0.08,-27.22
0.16,-0.08,-28.57
0.13,-0.06,-29.93
0.11,-0.06,-31.29
0.13,-0.08,-32.66
0.11,-0.09,-34.03
0.13,-0.09,-35.40
0.14,-0.10,-36.77
0.12,-0.11,-38.15
0.13,-0.12,-39.53
0.14,-0.11,-40.90
0.15,-0.13,-42.27
0.14,-0.14,-43.65
0.12,-0.14,-45.01
0.13,-0.13,-46.38
0.13,-0.14,-47.75
0.17,-0.15,-49.10
0.19,-0.16,-50.46
0.17,-0.14,-51.80
0.19,-0.13,-53.14
0.19,-0.11,-54.48
0.20,-0.11,-55.80
0.20,-0.14,-57.12
0.18,-0.13,-58.42
0.17,-0.11,-59.72
0.15,-0.10,-61.00
0.14,-0.11,-62.28
0.15,-0.10,-63.54
0.13,-0.11,-64.79
0.14,-0.12,-66.03
0.10,-0.12,-67.25
0.12,-0.11,-68.47
0.13,-0.09,-69.66
0.14,-0.10,-70.85
0.15,-0.09,-72.01
0.16,-0.08,-73.16
0.14,-0.08,-74.30
0.15,-0.05,-75.42
0.13,-0.06,-76.52
0.14,-0.08,-77.60
0.13,-0.07,-78.65
0.11,-0.06,-79.69
0.10,-0.07,-80.71
0.12,-0.09,-81.72
0.10,-0.10,-82.71
0.12,-0.09,-83.69
0.11,-0.08,-84.66
0.11,-0.12,-85.60
0.10,-0.14,-86.53
0.10,-0.12,-87.45
0.11,-0.13,-88.35
0.09,-0.10,-89.22
0.09,-0.09,-90.09
0.08,-0.11,-90.94
0.08,-0.12,-91.76
0.07,-0.11,-92.58
0.09,-0.10,-93.38
0.10,-0.11,-94.16
0.11,-0.13,-94.92
0.12,-0.16,-95.67
0.10,-0.15,-96.40
0.12,-0.15,-97.12
0.13,-0.16,-97.82
0.12,-0.16,-98.52
0.11,-0.15,-99.21
0.10,-0.16,-99.89
0.11,-0.17,-100.55
0.12,-0.16,-101.19
0.13,-0.17,-101.83
0.12,-0.15,-102.44
0.11,-0.17,-103.04
0.10,-0.18,-103.63
0.10,-0.16,-104.20
0.09,-0.17,-104.77
0.11,-0.18,-105.32
0.12,-0.18,-105.85
0.13,-0.19,-106.38
0.12,-0.20,-106.89
0.13,-0.20,-107.40
0.14,-0.17,-107.89
0.14,-0.18,-108.37
0.13,-0.18,-108.85
0.14,-0.21,-109.31
0.12,-0.20,-109.77
0.11,-0.19,-110.21
0.11,-0.16,-110.64
0.11,-0.17,-111.07
0.10,-0.15,-111.48
0.09,-0.15,-111.89
0.07,-0.16,-112.29
0.08,-0.14,-112.67
0.11,-0.15,-113.05
0.09,-0.14,-113.42
0.09,-0.13,-113.77
0.10,-0.12,-114.10
0.10,-0.13,-114.43
0.09,-0.14,-114.75
0.08,-0.14,-115.06
0.10,-0.15,-115.37
0.12,-0.14,-115.68
0.11,-0.15,-115.99
0.12,-0.15,-116.29
0.12,-0.13,-116.58
0.14,-0.15,-116.86
0.13,-0.14,-117.13
0.14,-0.15,-117.41
0.15,-0.14,-117.68
0.13,-0.15,-117.94
0.12,-0.12,-118.20
0.13,-0.12,-118.45
0.13,-0.13,-118.69
0.12,-0.14,-118.91
0.11,-0.15,-119.13
0.13,-0.16,-119.34
0.13,-0.16,-119.54
0.11,-0.17,-119.74
0.13,-0.18,-119.93
0.11,-0.15,-120.15
0.12,-0.15,-120.36
0.14,-0.16,-120.56
0.15,-0.17,-120.76
0.16,-0.18,-120.95
0.16,-0.16,-121.14
0.15,-0.16,-121.32
0.14,-0.17,-121.49
0.15,-0.18,-121.65
0.15,-0.19,-121.82
0.16,-0.17,-121.98
0.15,-0.17,-122.14
0.16,-0.16,-122.29
0.17,-0.16,-122.45
0.15,-0.19,-122.60
0.13,-0.16,-122.75
0.14,-0.17,-122.89
0.15,-0.17,-123.03
0.15,-0.17,-123.17
0.17,-0.18,-123.30
0.17,-0.19,-123.43
0.15,-0.19,-123.55
0.16,-0.20,-123.68
0.15,-0.15,-123.80
0.15,-0.16,-123.92
0.16,-0.17,-124.05
0.14,-0.17,-124.17
0.14,-0.17,-124.28
0.12,-0.13,-124.40
0.10,-0.12,-124.52
0.11,-0.13,-124.60
0.12,-0.13,-124.69
0.14,-0.15,-124.77
0.16,-0.14,-124.85
0.14,-0.12,-124.93
0.14,-0.13,-125.01
0.15,-0.14,-125.08
0.16,-0.12,-125.16
0.16,-0.11,-125.24
0.16,-0.10,-125.32
0.19,-0.10,-125.40
0.19,-0.12,-125.47
0.19,-0.12,-125.54
0.18,-0.11,-125.61
0.18,-0.12,-125.69
0.19,-0.13,-125.76
0.17,-0.13,-125.82
0.17,-0.11,-125.89
0.15,-0.12,-125.95
0.16,-0.15,-126.02
0.16,-0.16,-126.07
0.13,-0.15,-126.13
0.13,-0.15,-126.18
0.12,-0.14,-126.24
0.13,-0.15,-126.30
0.15,-0.14,-126.37
0.16,-0.14,-126.43
0.18,-0.14,-126.49
0.16,-0.15,-126.55
0.17,-0.17,-126.61
0.17,-0.15,-126.65
0.17,-0.16,-126.70
0.18,-0.14,-126.74
0.20,-0.16,-126.79
0.20,-0.14,-126.83
0.17,-0.14,-126.87
0.18,-0.15,-126.91
0.17,-0.14,-126.95
0.16,-0.15,-126.99
0.17,-0.14,-127.04
0.19,-0.12,-127.08
0.17,-0.13,-127.12
0.19,-0.15,-127.15
0.20,-0.16,-127.18
0.18,-0.16,-127.22
0.19,-0.15,-127.25
0.21,-0.16,-127.28
0.21,-0.17,-127.32
0.19,-0.17,-127.36
0.15,-0.16,-127.39
0.16,-0.12,-127.42
0.17,-0.15,-127.46
0.20,-0.18,-127.49
0.17,-0.13,-127.52
0.14,-0.12,-127.56
0.15,-0.13,-127.59
0.13,-0.16,-127.63
0.14,-0.19,-127.66
0.15,-0.17,-127.69
0.15,-0.15,-127.73
0.16,-0.13,-127.75
0.16,-0.13,-127.77
0.16,-0.14,-127.80
0.16,-0.15,-127.82
0.15,-0.14,-127.84
0.13,-0.10,-127.86
0.14,-0.11,-127.87
0.13,-0.10,-127.89
0.13,-0.08,-127.91
0.12,-0.05,-127.92
0.13,-0.05,-127.94
0.14,-0.05,-127.96
0.14,-0.05,-127.95
0.15,-0.04,-127.94
0.16,-0.05,-127.93
0.14,-0.07,-127.92
0.15,-0.08,-127.92
0.13,-0.07,-127.91
0.14,-0.06,-127.92
0.13,-0.05,-127.92
0.14,-0.07,-127.92
0.13,-0.09,-127.92
0.12,-0.09,-127.92
0.13,-0.08,-127.92
0.15,-0.08,-127.92
0.13,-0.09,-127.92
0.15,-0.09,-127.91
0.16,-0.11,-127.91
0.14,-0.10,-127.91
0.15,-0.11,-127.91
0.16,-0.13,-127.91
0.16,-0.12,-127.91
0.14,-0.11,-127.90
0.13,-0.10,-127.90
0.15,-0.09,-127.90
0.16,-0.10,-127.90
0.14,-0.09,-127.92
0.17,-0.08,-127.93
0.19,-0.10,-127.94
0.19,-0.09,-127.95
0.19,-0.08,-127.96
0.17,-0.07,-127.97
0.18,-0.07,-127.98
0.19,-0.09,-127.98
0.17,-0.09,-127.99
0.19,-0.07,-127.99
0.19,-0.09,-128.00
0.17,-0.11,-128.00
0.16,-0.14,-128.02
0.16,-0.15,-128.04
0.15,-0.14,-128.06
0.13,-0.12,-128.09
0.10,-0.13,-128.11
0.10,-0.12,-128.14
0.14,-0.20,-128.15
0.20,-0.25,-128.15
0.20,-0.22,-128.16
0.16,-0.11,-128.17
0.11,-0.04,-128.19
0.13,-0.06,-128.20
0.18,-0.14,-128.19
0.23,-0.18,-128.17
0.18,-0.18,-128.16
0.14,-0.11,-128.16
0.13,-0.06,-128.15
0.12,-0.08,-128.14
0.14,-0.13,-128.14
0.14,-0.14,-128.13
0.12,-0.13,-128.13
0.09,-0.09,-128.13
0.08,-0.10,-128.13
0.12,-0.14,-128.12
0.11,-0.18,-128.10
0.13,-0.16,-128.09
0.11,-0.10,-128.08
0.10,-0.13,-128.06
0.11,-0.14,-128.05
0.12,-0.14,-128.04
0.12,-0.13,-128.04
0.13,-0.13,-128.04
0.13,-0.14,-128.04
0.13,-0.13,-128.04
0.12,-0.16,-128.04
0.12,-0.15,-128.04
0.13,-0.14,-128.05
0.11,-0.17,-128.05
0.10,-0.15,-128.06
0.09,-0.16,-128.07
0.09,-0.17,-128.08
0.10,-0.17,-128.08
0.09,-0.15,-128.10
0.10,-0.16,-128.12
0.10,-0.15,-128.13
0.12,-0.11,-128.14
0.14,-0.10,-128.16
0.15,-0.11,-128.17
0.13,-0.10,-128.17
0.14,-0.11,-128.17
0.14,-0.13,-128.17
0.15,-0.11,-128.17
0.15,-0.11,-128.17
0.14,-0.10,-128.17
0.15,-0.11,-128.17
0.16,-0.10,-128.17
0.15,-0.11,-128.18
0.14,-0.10,-128.18
0.14,-0.09,-128.18
0.15,-0.11,-128.19
0.16,-0.10,-128.20
0.18,-0.10,-128.21
0.18,-0.11,-128.22
0.18,-0.11,-128.24
0.19,-0.10,-128.25
0.20,-0.10,-128.26
0.20,-0.11,-128.27
0.21,-0.13,-128.28
0.20,-0.11,-128.29
