0.00,0.00,-0.00
-0.00,0.02,-0.00
0.02,0.05,-0.00
0.04,0.04,-0.00
0.06,0.04,0.00
0.09,0.03,0.00
0.10,0.03,-0.31
0.12,0.03,-0.61
0.11,0.04,-0.91
0.12,0.04,-1.20
0.11,0.04,-1.49
0.12,0.03,-1.77
0.13,0.05,-2.03
0.12,0.06,-2.29
0.13,0.05,-2.54
0.12,0.07,-2.78
0.13,0.09,-3.02
0.15,0.08,-3.25
0.13,0.09,-3.48
0.14,0.10,-3.70
0.15,0.12,-3.91
0.16,0.13,-4.11
0.17,0.11,-4.31
0.16,0.12,-4.51
0.16,0.13,-4.70
0.17,0.12,-4.88
0.16,0.11,-5.06
0.17,0.12,-5.23
0.15,0.11,-5.41
0.16,0.12,-5.58
0.15,0.11,-5.74
0.14,0.09,-5.89
0.13,0.10,-6.04
0.11,0.11,-6.19
0.10,0.12,-6.34
0.12,0.11,-6.48
0.12,0.10,-6.63
0.14,0.11,-6.77
0.15,0.14,-6.91
0.16,0.15,-7.05
0.18,0.14,-7.19
0.18,0.17,-7.32
0.17,0.20,-7.43
0.15,0.17,-7.54
0.16,0.15,-7.66
0.13,0.14,-7.76
0.14,0.11,-7.87
0.15,0.12,-7.97
0.15,0.11,-8.08
0.15,0.10,-8.19
0.17,0.11,-8.29
0.15,0.08,-8.38
0.14,0.12,-8.48
0.15,0.12,-8.57
0.17,0.13,-8.68
0.17,0.12,-8.79
0.15,0.13,-8.89
0.17,0.14,-8.99
0.18,0.14,-9.09
0.17,0.13,-9.18
0.16,0.14,-9.27
0.14,0.15,-9.35
0.12,0.15,-9.44
0.14,0.14,-9.52
0.12,0.15,-9.60
0.12,0.15,-9.68
0.12,0.15,-9.74
0.13,0.16,-9.80
0.11,0.15,-9.86
0.11,0.15,-9.92
0.12,0.16,-9.98
0.12,0.14,-10.03
0.13,0.12,-10.09
0.11,0.13,-10.16
0.12,0.12,-10.22
0.14,0.13,-10.28
0.12,0.12,-10.34
0.17,0.13,-10.40
0.17,0.12,-10.45
0.16,0.12,-10.50
0.16,0.11,-10.54
0.15,0.09,-10.59
0.13,0.11,-10.63
0.14,0.12,-10.67
0.14,0.13,-10.71
0.13,0.11,-10.75
0.11,0.10,-10.79
0.12,0.11,-10.83
0.11,0.08,-10.86
0.13,0.09,-10.90
0.11,0.11,-10.94
0.10,0.15,-10.99
0.09,0.13,-11.03
0.10,0.12,-11.08
0.11,0.15,-11.12
0.10,0.18,-11.16
0.10,0.18,-11.20
0.12,0.18,-11.24
0.14,0.18,-11.27
0.16,0.16,-11.30
0.17,0.14,-11.34
0.15,0.13,-11.37
0.14,0.13,-11.39
0.15,0.14,-11.40
0.13,0.14,-11.41
0.15,0.16,-11.41
0.13,0.17,-11.42
0.12,0.15,-11.43
0.13,0.15,-11.45
0.13,0.17,-11.46
0.13,0.15,-11.48
0.12,0.15,-11.49
0.13,0.18,-11.50
0.14,0.17,-11.52
0.13,0.17,-11.55
0.13,0.18,-11.58
0.12,0.18,-11.61
0.11,0.18,-11.64
0.13,0.12,-11.67
0.15,0.11,-11.75
1.15,1.38,-12.72
0.62,0.54,-13.89
0.51,0.17,-15.00
0.62,0.02,-15.98
0.58,0.01,-16.92
1.09,-0.77,-18.23
0.94,-0.90,-19.44
0.58,-0.60,-20.52
-0.51,0.63,-20.63
-0.43,0.70,-20.67
-0.39,0.59,-20.69
-0.33,0.43,-20.82
-0.30,0.33,-21.20
-0.29,0.35,-21.56
-0.28,0.45,-21.81
-0.22,0.45,-22.01
-0.24,0.44,-22.18
-0.15,0.42,-22.46
-0.11,0.31,-22.80
-0.10,0.27,-23.09
-0.13,0.24,-23.21
-0.31,0.23,-23.64
-0.17,0.19,-24.20
-0.19,0.17,-24.96
-0.16,0.09,-25.80
-0.35,0.05,-26.42
-0.55,0.05,-26.90
-0.54,0.02,-27.88
-0.37,0.09,-28.56
-0.49,0.22,-29.36
-0.45,0.25,-30.09
-0.43,0.26,-30.71
-0.44,0.15,-31.25
-0.48,0.02,-31.85
-0.44,0.07,-32.36
-0.37,0.09,-32.91
-0.37,0.20,-33.66
-0.45,0.21,-34.57
-0.69,0.18,-35.56
-0.65,0.31,-36.69
-0.76,0.43,-37.53
-1.06,0.01,-38.20
-1.14,-0.29,-38.64
-1.14,-0.36,-38.97
-1.14,-0.30,-39.17
-1.12,-0.31,-39.23
-1.09,-0.32,-39.11
-1.10,-0.27,-38.66
-1.04,-0.20,-38.11
-0.97,-0.15,-37.43
-0.84,-0.14,-36.77
-0.74,-0.16,-36.08
-0.70,-0.20,-34.97
-0.56,-0.17,-33.82
-0.51,-0.17,-32.51
-0.45,-0.14,-31.25
-0.35,-0.14,-30.02
-0.24,-0.15,-28.81
-0.12,-0.22,-27.51
-0.09,-0.26,-26.04
-0.05,-0.27,-24.24
0.01,-0.37,-22.17
0.08,-0.39,-19.57
0.08,-0.31,-16.98
0.17,-0.18,-14.54
0.22,0.03,-12.19
0.22,0.11,-9.79
0.38,0.14,-7.52
0.54,0.15,-5.49
0.70,0.26,-3.98
0.86,0.23,-3.07
0.95,0.10,-2.11
0.85,0.10,-0.32
0.79,0.03,1.99
0.87,-0.06,4.18
0.87,-0.04,6.30
0.80,0.12,8.14
0.92,0.24,9.71
0.61,0.27,11.30
0.53,0.17,12.71
0.86,0.10,13.99
1.09,0.03,14.80
1.30,0.10,15.69
0.93,0.08,16.69
1.22,0.03,17.46
1.17,0.02,18.26
0.91,0.05,19.03
1.19,0.15,19.70
1.31,0.08,20.30
1.31,-0.03,20.80
1.23,-0.02,21.34
0.99,0.02,22.12
0.79,0.01,22.84
1.00,-0.09,23.56
1.19,-0.07,23.96
1.27,0.02,24.28
1.12,0.10,24.60
1.13,0.06,24.87
1.11,0.05,25.08
1.07,0.01,25.16
1.09,0.12,25.11
1.16,0.14,24.94
1.15,0.13,24.56
1.11,0.11,24.09
1.14,0.10,23.45
1.16,0.14,22.79
1.06,0.15,22.08
1.22,0.21,20.87
1.55,0.26,18.99
1.92,0.29,16.24
2.22,0.39,12.61
1.70,0.47,8.77
0.69,0.59,5.55
-0.19,0.53,2.74
-0.71,0.52,0.75
-1.05,0.43,-0.80
-0.94,0.17,-2.44
-0.96,-0.02,-3.92
-1.07,-0.09,-5.01
-1.06,-0.20,-5.87
-0.93,-0.13,-6.98
-0.87,-0.07,-7.92
-0.98,0.19,-8.45
-1.04,0.35,-8.73
-1.03,0.43,-8.82
-0.94,0.45,-8.87
-0.84,0.40,-8.86
-0.72,0.34,-8.84
-0.65,0.33,-8.83
-0.58,0.32,-8.81
-0.54,0.28,-8.79
-0.46,0.26,-8.78
-0.38,0.25,-8.70
-0.34,0.23,-8.63
-0.28,0.21,-8.55
-0.25,0.21,-8.46
-0.18,0.20,-7.94
-0.92,0.20,-6.90
-0.62,0.13,-6.03
-0.40,0.13,-5.07
-0.31,0.15,-4.05
-0.24,0.19,-3.11
0.09,0.21,-2.41
0.33,0.28,-2.02
0.50,0.26,-1.81
0.56,0.18,-1.74
0.54,0.14,-1.66
0.48,0.12,-1.53
0.43,0.07,-1.37
0.51,0.11,-1.35
0.48,0.12,-1.35
0.43,0.10,-1.34
0.42,0.14,-1.34
0.37,0.15,-1.35
0.36,0.16,-1.39
0.37,0.17,-1.48
0.33,0.13,-1.53
0.30,0.14,-1.64
0.31,0.15,-1.92
0.27,-0.02,-2.27
0.19,0.03,-2.62
0.08,0.10,-2.84
-0.02,0.09,-2.85
0.15,0.13,-2.79
0.33,0.14,-2.84
0.34,0.12,-2.88
0.52,0.10,-2.83
0.96,0.29,-2.86
1.80,0.68,-3.03
2.62,0.56,-3.27
3.87,0.62,-3.69
4.86,0.71,-4.12
5.67,0.42,-4.43
6.55,0.08,-4.60
7.37,-0.06,-4.37
7.85,-0.20,-4.13
8.72,0.18,-3.99
9.79,1.00,-4.08
10.56,1.74,-4.22
11.49,2.02,-4.38
12.52,2.22,-4.66
13.63,2.73,-4.89
14.54,2.96,-5.11
15.11,2.96,-5.30
15.72,2.63,-5.43
16.58,2.03,-5.45
17.43,1.67,-5.81
18.07,1.36,-6.03
18.78,0.86,-6.14
19.57,0.60,-6.21
20.30,0.68,-6.27
20.80,0.73,-6.34
21.18,0.66,-5.35
21.84,0.97,-4.46
22.27,1.10,-3.67
22.65,0.93,-2.88
22.94,0.36,-1.98
23.25,-0.27,-1.07
23.44,-0.99,0.26
23.54,-1.95,1.54
23.71,-3.13,2.89
23.91,-4.32,4.29
23.88,-5.51,5.67
23.77,-6.61,7.00
23.62,-7.59,7.09
23.36,-8.62,7.17
23.06,-9.66,7.31
22.77,-10.30,7.42
22.29,-10.85,7.48
21.64,-11.55,7.52
20.76,-12.44,7.64
19.57,-13.65,7.68
18.15,-14.80,7.74
16.67,-15.46,7.99
15.17,-15.28,8.42
13.36,-14.91,9.10
11.85,-14.48,9.28
10.52,-13.63,9.43
9.42,-12.41,9.44
8.15,-11.13,9.46
5.44,-10.73,9.74
1.22,-9.61,9.91
0.84,-9.60,8.83
1.10,-8.68,7.43
0.88,-7.90,6.10
0.71,-7.10,4.94
0.60,-6.41,3.86
0.48,-5.82,2.90
0.44,-5.26,2.15
0.44,-4.78,1.45
0.38,-4.29,0.76
0.28,-3.80,0.00
0.20,-3.37,-0.89
0.17,-3.03,-1.70
0.16,-2.70,-2.08
0.13,-2.40,-2.46
0.13,-2.13,-2.85
0.14,-1.92,-3.24
0.15,-1.68,-3.71
